,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,3.5658672245,0.4890966070494525,2.0,0.0,3.911710752,5.0,3.220023697
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.5166248970021189,2.0,1.0,0.36530896799999996,6.0,-0.36530896799999996
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,0.999810239,0.3182641080352313,2.0,2.0,1.224856948,7.0,0.77476353
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,0.308007341,0.12364840689730805,2.0,3.0,0.22057471399999998,8.0,0.395439968
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,1.5781739904999998,0.040612955870414205,2.0,4.0,1.549456294,9.0,1.6068916869999998
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.6276614689725502,2.0,10.0,-0.443823681,29.0,0.443823681
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.232753581,0.707441507151985,2.0,11.0,0.732990268,30.0,-0.267483106
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,-1.0319385859999999,0.19748442062127505,2.0,12.0,-0.8922960129999999,31.0,-1.171581159
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,-1.2008714280000001,0.11213214341821169,2.0,13.0,-1.121582029,14.0,-1.280160827
9,U01-Set001__USA300 LAC RPMI+10%LB Control,-0.6148006575,0.5276490360818198,2.0,15.0,-0.241696446,18.0,-0.9879048690000001
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,-0.90035946,1.1369956241275194,2.0,16.0,-1.7043367759999999,19.0,-0.096382144
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,-0.694143357,0.2784821023347673,2.0,17.0,-0.89105994,20.0,-0.497226774
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,-5.4605878155,0.07901873095636365,2.0,21.0,-5.404713135,24.0,-5.516462496
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,-5.887745184000001,0.0840039221520753,2.0,22.0,-5.8283454410000015,25.0,-5.947144927
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,-5.83347947,0.31642081500696584,2.0,23.0,-5.609736166,26.0,-6.0572227739999995
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,-3.7487208385000006,0.31401502348401505,2.0,27.0,-3.9707629910000004,28.0,-3.5266786860000003
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,-2.8004269739999996,1.07089301099522,2.0,32.0,-3.557662684,33.0,-2.043191264
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,-1.546594878,0.1358857340312379,2.0,34.0,-1.642680602,38.0,-1.4505091540000001
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,-0.4492633549999999,0.17241739330433029,2.0,35.0,-0.5711808629999999,39.0,-0.32734584699999997
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,-0.12372042549999998,0.2501283444110249,2.0,36.0,0.053147023,40.0,-0.300587874
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,0.6847234555,0.4293747105501187,2.0,37.0,0.988337225,41.0,0.381109686
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,-0.586244425,0.03562569568025982,2.0,42.0,-0.561053254,45.0,-0.611435596
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,-1.745373839,0.4112989335386861,2.0,43.0,-2.036206104,46.0,-1.454541574
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,-1.9650220665,0.24723651950649125,2.0,44.0,-2.139844686,47.0,-1.7901994469999998
24,U01-Set003__USA300 TCH1516 CA-MHB Control,2.8667604129999997,0.8053894675488289,2.0,48.0,2.297264059,52.0,3.4362567669999997
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,4.453149803500001,1.046465063251578,2.0,49.0,3.7131872610000003,53.0,5.193112346
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,5.068047806499999,1.0931540229368497,2.0,50.0,4.2950711839999975,54.0,5.841024429
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,2.3579954555,0.24945897309032308,2.0,51.0,2.5343895869999997,55.0,2.181601324
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,0.18966093999999997,0.8343468818245636,2.0,56.0,0.7796332779999999,57.0,-0.400311398
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,0.39761601850000006,0.8012985755124865,2.0,58.0,0.964219675,59.0,-0.168987638
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,-0.682530188,0.8093127929557002,2.0,60.0,-1.254800752,61.0,-0.110259624
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,26.510167459999998,0.297335106371342,2.0,62.0,26.29991979,63.0,26.72041513
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,-0.7624189425,0.6929047118991499,2.0,64.0,-1.2523765629999999,65.0,-0.272461322
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,16.268440695,2.4781896194794086,2.0,66.0,18.02078538,67.0,14.51609601
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,-2.2865071495,4.084887318790929,2.0,68.0,0.601944374,69.0,-5.174958673
