,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A,rep3_idx,rep3_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,1.0536321245,0.6289075629479487,2.0,0.0,0.608927322,5.0,1.498336927,,
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.014639555545810878,2.0,1.0,0.010351729,6.0,-0.010351729,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,0.7162799264999999,0.20816443204377558,2.0,2.0,0.863474408,7.0,0.569085445,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,0.388919479,0.01670029946563981,2.0,3.0,0.400728374,8.0,0.377110584,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,-0.372054536,0.3518307554377234,2.0,4.0,-0.620836449,9.0,-0.123272623,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,0.6013836217019863,2.0,10.0,-0.425242437,29.0,0.425242437,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,-2.404425669,1.5810850719377452,2.0,11.0,-3.522421645,30.0,-1.286429693,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,-0.3005056645,0.11070605682587573,2.0,12.0,-0.378786668,31.0,-0.222224661,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,-5.843400931,0.09149562657486666,2.0,13.0,-5.908098109,14.0,-5.778703752999999,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,-6.345415068,1.1132608001284656,2.0,15.0,-7.132609329,18.0,-5.5582208070000005,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,-6.185247341499999,0.3277627137319955,2.0,16.0,-6.4170105789999985,19.0,-5.953484104,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,-6.103382551999999,0.08444596147105346,2.0,17.0,-6.04367024,20.0,-6.163094864,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,9.375577396499999,0.39764088109603446,2.0,21.0,9.65675196,24.0,9.094402833,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,8.850045883500002,0.5643284693584711,2.0,22.0,8.451005396000001,25.0,9.249086371,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,8.898361189,0.2965297951861711,2.0,23.0,9.108039417999999,26.0,8.68868296,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,-4.3567756535,0.4978053412376133,2.0,27.0,-4.708777186,28.0,-4.0047741210000005,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,1.1298767760000001,0.03873933715362467,2.0,32.0,1.102483928,33.0,1.157269624,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,-3.897545877,0.393926816162882,2.0,34.0,-3.618997554,38.0,-4.1760942000000005,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,-3.191799693,0.3537615953565669,2.0,35.0,-3.441946916,39.0,-2.94165247,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,-2.9130004730000003,0.023536395694117272,2.0,36.0,-2.9296432180000003,40.0,-2.896357728,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,-4.4559820475,0.9006544293512937,2.0,37.0,-5.092840902,41.0,-3.819123193,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,-7.2734359735,1.1226915900422751,2.0,42.0,-8.06729881,45.0,-6.479573137,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,-8.1031075275,0.10180299130946709,2.0,43.0,-8.175093112999999,46.0,-8.031121942,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,-7.558889858,0.7373427251328398,2.0,44.0,-7.037509817,47.0,-8.080269899,,
24,U01-Set003__USA300 TCH1516 CA-MHB Control,-5.5783670700000005,1.0301286048730909,2.0,48.0,-6.306777992000001,52.0,-4.849956148,,
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,-5.568997841999999,0.079861130599314,2.0,49.0,-5.6254681889999985,53.0,-5.512527495,,
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,-5.261271617,1.2147223882631626,2.0,50.0,-6.120210055,54.0,-4.402333178999999,,
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,-5.915564797,0.8438488314292971,2.0,51.0,-6.512256028,55.0,-5.318873566000001,,
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,-7.342154506499999,0.11105130736864341,2.0,56.0,-7.263629374,57.0,-7.4206796389999985,,
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,-8.08504585,0.6153477078382162,2.0,58.0,-7.649929312999999,59.0,-8.520162387000001,,
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,-8.175525227,0.10317748880526151,2.0,60.0,-8.102567725,61.0,-8.248482729,,
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,-7.004976033,0.1701376442722323,2.0,62.0,-7.125281515,63.0,-6.884670551,,
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,-4.1464752945,0.6451667593039894,2.0,64.0,-3.690273504,65.0,-4.602677085,,
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,0.36967451400000007,1.008940877080607,2.0,66.0,1.08310345,67.0,-0.343754422,,
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,-4.3875019385,1.357657656583458,2.0,68.0,-5.347510874,69.0,-3.427493003,,
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,-4.64456422,0.24094499803001093,2.0,70.0,-4.474190378,71.0,-4.814938062,,
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,-3.4222433390000004,0.09409447592675108,2.0,72.0,-3.355708497,73.0,-3.4887781810000003,,
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,-3.7290229105000003,0.4945660949724932,2.0,74.0,-4.07873395,75.0,-3.379311871,,
38,ICA-Set002__USA300 LAC CA-MHB Control,-0.7161318830000001,2.1388521595877643,2.0,76.0,-2.228528749,77.0,0.7962649829999999,,
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,-6.1997138465,0.4461956268762799,2.0,78.0,-6.5152218,79.0,-5.884205893,,
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,-5.9976961555,0.19568942227905792,2.0,80.0,-5.859322838,81.0,-6.136069472999999,,
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,-0.618743944,0.3117219037697915,2.0,82.0,-0.398323272,83.0,-0.8391646159999999,,
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,9.486794831,0.2925916601348753,2.0,84.0,9.279901284,85.0,9.693688378,,
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,1.452100954,0.2995477127861402,2.0,86.0,1.240288735,87.0,1.663913173,,
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,8.3192084535,0.45416043099051795,2.0,88.0,7.998068533,89.0,8.640348374,,
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,0.0,0.4611341068640899,2.0,90.0,0.326071054,91.0,-0.326071054,,
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,6.5632381314999995,0.5658811895829297,2.0,92.0,6.963376557999999,93.0,6.163099705,,
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,-2.4088791835,0.4982011555720915,2.0,94.0,-2.761160599,96.0,-2.056597768,,
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,3.1133708159999998,0.7006850636739813,2.0,95.0,2.617911656,97.0,3.608829976,,
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,-4.361955495,1.0172852688429077,2.0,98.0,-5.081284807,99.0,-3.642626183,,
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,-6.02774585,0.1832963329562618,2.0,100.0,-6.15735593,101.0,-5.89813577,,
51,ICA-Set003__USA300 TCH1516 CA-MHB 2gLPyruvate,-5.340975827499999,0.464681592995945,2.0,102.0,-5.669555333,103.0,-5.012396322,,
52,ICA-Set003__USA300 TCH1516 CA-MHB Control,-4.401732450500001,0.8919667895726289,2.0,104.0,-5.032448216000001,105.0,-3.771016685,,
53,ICA-Set003__USA300 TCH1516 CA-MHB StationaryPhase,-0.8943265750000001,0.8171210181727393,2.0,106.0,-1.4721183880000002,107.0,-0.316534762,,
