,condition,X_avg,X_std,n,rep1_idx,rep1_X,rep2_idx,rep2_X,rep3_idx,rep3_X
0,U01-Set001__USA300 LAC CA-MHB PreCulture,0.0,0.0,2.0,0.0,0.0,5.0,0.0,,
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.0,2.0,1.0,0.0,6.0,0.0,,
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,0.0,0.0,2.0,2.0,0.0,7.0,0.0,,
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,0.0,0.0,2.0,3.0,0.0,8.0,0.0,,
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,0.0,0.0,2.0,4.0,0.0,9.0,0.0,,
5,U01-Set000__USA300 TCH1516 CA-MHB Control,1.4102854924250676,0.3488651763177952,2.0,10.0,1.163600560530914,29.0,1.6569704243192211,,
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.9653606951679926,0.15750261564130397,2.0,11.0,1.076731862742577,30.0,0.8539895275934082,,
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,1.240427087999283,0.24901080883692334,2.0,12.0,1.0643498564819474,31.0,1.4165043195166185,,
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,0.0,0.0,2.0,13.0,0.0,14.0,0.0,,
9,U01-Set001__USA300 LAC RPMI+10%LB Control,0.0,0.0,2.0,15.0,0.0,18.0,0.0,,
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,0.0,0.0,2.0,16.0,0.0,19.0,0.0,,
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,0.0,0.0,2.0,17.0,0.0,20.0,0.0,,
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,1.5496463369332831,0.35651679267442016,2.0,21.0,1.2975508952263222,24.0,1.801741778640244,,
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,1.472931620623686,0.35252366712783934,2.0,22.0,1.2236597450688416,25.0,1.7222034961785304,,
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,1.668570349812819,0.13198618901180934,2.0,23.0,1.5752420205395992,26.0,1.7618986790860387,,
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,1.5295032131003499,0.012978544588980411,2.0,27.0,1.5203259962115498,28.0,1.53868042998915,,
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,1.3286258498421986,0.3467717529552946,2.0,32.0,1.5738305078808337,33.0,1.0834211918035637,,
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,0.0,0.0,2.0,34.0,0.0,38.0,0.0,,
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,0.0,0.0,2.0,35.0,0.0,39.0,0.0,,
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,0.0,0.0,2.0,36.0,0.0,40.0,0.0,,
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,0.0,0.0,2.0,37.0,0.0,41.0,0.0,,
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,0.0,0.0,2.0,42.0,0.0,45.0,0.0,,
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,0.0,0.0,2.0,43.0,0.0,46.0,0.0,,
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,0.0,0.0,2.0,44.0,0.0,47.0,0.0,,
