,-0.08251912838695429,-0.05501275225796952,-0.027506376128984752,1.3877787807814457e-17,0.02750637612898478,0.05501275225796955,0.08251912838695431,0.11002550451593908,0.13753188064492383,0.1650382567739086,0.19254463290289336,0.22005100903187813,0.2475573851608629,0.27506376128984766,0.30257013741883243,0.3300765135478172,0.35758288967680196,0.38508926580578673,0.4125956419347715,0.44010201806375626
thresh,-0.09627231645144667,0.09627231645144667,33,,,,,,,,,,,,,,,,,
unreg,0,2,269,3053,232,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fis,0,0,7,68,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NarL,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fnr,0,0,12,124,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FlhDC,0,0,5,41,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IHF,0,0,6,95,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NsrR,0,0,3,33,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fis and NarL,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fis and Fnr,0,0,1,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Fis and FlhDC,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fis and IHF,0,0,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NarL and Fnr,0,0,7,19,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NarL and NarP,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fnr and FlhDC,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fnr and IHF,0,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fnr and NsrR,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IHF and NsrR,0,0,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NarL, Fnr, NarP, and FlhDC",0,1,1,9,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NarL, Fnr, and NarP",0,0,2,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NarL, Fnr, and IHF",0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fis, NarL, Fnr, and IHF",0,0,3,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NarL, Fnr, NarP, and IHF",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fis, NarL, NarP, and NsrR",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fnr, IHF, and NsrR",0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"FlhDC, IHF, and NsrR",0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fis, Fnr, and IHF",0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fis, Fnr, and FlhDC",0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NarL, Fnr, NarP, and NsrR",0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fis, NarL, and NarP",0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fis, Fnr, IHF, and NsrR",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fis, NarL, and Fnr",0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Fis, NarL, Fnr, NarP, and IHF",0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
