,0
name,AllR/AraC/FucR
TF,AllR/AraC/FucR
Regulator,"<a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120015630&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">AllR</a> or <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120012316&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">AraC</a> or <a href=""http://regulondb.ccg.unam.mx/regulon?term=ECK120013118&organism=ECK12&format=jsp&type=regulon"" target=""_blank"">FucR</a>"
Function,"Allantoin, glyoxylate, L-arabinose, and L-fucose catabolism"
Category,Carbon Source Utilization
has_venn,True
scatter,3
exp_var,0.0
precision,1.0
recall,0.6000000000000001
