,PA1921
SRX7442752,0.09132274
SRX7442753,-0.09132274
SRX7442754,1.807351858
SRX7442755,2.275005259
SRX7442756,5.257386564
SRX7442757,5.366598905
SRX7442758,5.324248058
SRX7442759,3.940305974
SRX7442761,3.9916251430000003
SRX7874204,-0.024466221
SRX7874205,0.024466221
SRX7874206,-0.442933668
SRX7874207,-0.294697272
SRX8639787,-0.002690149
SRX8639788,0.002690149
SRX8639789,0.29553395600000004
SRX8639790,0.43883397100000004
SRX8639791,-0.55185904
SRX8639792,0.157208645
SRX8639793,-1.330074706
SRX8639794,-1.381899314
SRX8639795,-1.465931329
SRX8639796,-1.525162187
SRX8639797,0.21420277000000001
SRX8639798,0.753269947
SRX8639800,0.883952504
SRX2940624,0.429010239
SRX2940626,-1.280879919
SRX2940627,0.113361428
SRX2940628,0.33009411
SRX2940629,-0.44345553800000004
ERX2195929,2.005079279
ERX2195930,-2.005079279
ERX2195931,1.324524426
ERX2195932,1.375213043
ERX2195933,-2.264250862
ERX2195934,2.086182854
SRX4579961,-0.020924602
SRX4579962,-0.191232969
SRX4579963,0.21215757100000002
SRX4579964,-0.02027359
SRX4579965,0.28973771200000004
SRX4579966,-0.547792326
SRX540108,0.9161941450000001
SRX540109,-0.9161941450000001
SRX540110,-0.9746484280000001
SRX540111,-1.977361765
SRX540112,0.448466111
SRX540113,-0.240183364
SRX540114,1.018294937
SRX540115,0.29094966
SRX1737662,-0.8306214460000001
SRX1737664,-1.816410121
SRX1737665,-2.498376837
SRX1737667,0.828755424
SRX1737668,0.32384157
SRX1737670,-1.152596993
SRX6976948,0.0060666010000000005
SRX6976949,0.231510231
SRX6976950,-0.23757683200000002
SRX6976951,0.622054458
SRX6976952,-0.41108792
SRX6976953,0.053622742
SRX5630349,0.8361090430000001
SRX5630350,-0.8361090430000001
SRX5630351,0.558933643
SRX5630352,0.6351533380000001
SRX4342817,0.42504606500000003
SRX4342818,0.110143872
SRX4342819,0.29641290200000003
SRX4342820,0.165663669
SRX4342821,-0.700853606
SRX4342822,1.173099591
SRX1411278,-0.09690375
SRX1411287,0.17408125100000002
SRX1411289,0.065082713
SRX1411279,0.145020809
SRX1411280,-0.048117058000000004
SRX1411281,0.121079691
SRX1411282,0.42483255400000003
SRX1411283,0.150441612
SRX1411284,0.27073946
SRX1411285,-0.032049998
SRX1411286,-0.07606032700000001
SRX1411288,0.41730028700000005
SRX2662717,-2.468557244
SRX2662718,-2.947848313
SRX2662721,0.38901492800000004
SRX2662722,-0.38901492800000004
ERX2300159,-0.444771593
ERX2300160,0.444771593
ERX2300161,-1.385280871
ERX2300162,0.414153841
ERX2300163,0.163247314
ERX2300164,1.13405175
ERX2300165,0.824467206
ERX2300166,-0.488610857
ERX2300167,1.197089212
ERX2300168,0.158849969
ERX2300169,-0.04546144
ERX2300170,0.6908490780000001
SRX6747256,0.10897765
SRX6747257,0.444140099
SRX6747258,-0.465138209
SRX6747259,-0.021771456
SRX6747260,-0.066208084
SRX6747265,-0.937383186
SRX6747266,-0.866313057
SRX6747268,-0.45298339600000004
SRX6747269,0.063636673
ERX2456848,-0.00546694
ERX2456849,0.144075282
ERX2456850,0.23732617800000003
ERX2456851,-0.32808665600000003
ERX2456852,-0.06390095400000001
ERX2456853,-0.070481163
ERX2456854,0.404025122
ERX2456855,0.220487222
ERX2456856,0.032296813
ERX2456857,-0.403577976
ERX2456858,0.142215892
ERX2456859,-0.395447072
SRX1156127,0.317796532
SRX1156135,-0.317796532
SRX1156136,0.713961256
SRX1156137,0.6921946840000001
SRX1156138,2.356971781
SRX1156140,2.573162185
ERX3558798,-4.362221347
ERX3558799,-4.188145774
ERX3558800,-4.35456484
ERX3558801,-4.424884638
ERX3558802,1.053930736
ERX3558803,1.674684133
ERX3558804,-3.468508156
ERX3558805,0.7398932880000001
ERX3593017,-0.30429641700000004
ERX3593018,0.261073433
ERX3593020,1.30056084
ERX3593021,1.921319924
ERX3593022,-3.221880764
SRX2520351,-0.302398956
SRX2520352,-0.395541962
SRX2520353,0.08192073200000001
SRX2520354,-0.9687483040000001
SRX2520355,0.11959689200000001
SRX2520356,0.41410728300000005
SRX2520357,0.16423674400000002
SRX2520358,-0.794341625
SRX2520359,-0.853575104
SRX2520360,-0.32214827
SRX3169722,-0.33338828600000003
SRX3169723,-0.388611531
SRX3169725,0.040307376000000006
SRX3169726,0.12757985400000002
SRX3169728,-0.16788723
SRX8143226,-0.504666648
SRX8143227,0.504666648
SRX8143228,0.026632556
SRX8143229,0.04883182
SRX6853212,0.004717808
SRX6853213,-0.004717808
SRX6853214,0.038260258000000005
SRX6853215,0.029671882
SRX7747527,1.012745865
SRX7747528,1.156507447
SRX7747537,1.239002226
SRX7747538,-0.047874161000000005
SRX7747540,0.047874161000000005
Paeru_0017,-0.350746196
Paeru_0018,-0.06245625
Paeru_0019,0.292155143
Paeru_0020,-0.342067239
Paeru_0033,-0.19654180100000002
Paeru_0034,-0.6347844260000001
Paeru_0035,-0.692522439
Paeru_0036,-0.308472648
Paeru_0037,-0.40639268100000003
Paeru_0038,-0.493725923
Paeru_0039,-0.9946438110000001
Paeru_0041,-0.405303218
Paeru_0040,-0.8508768560000001
Paeru_0042,-0.35384553500000004
Paeru_0043,-0.025967424000000003
Paeru_0044,-0.6632123120000001
Paeru_0045,-1.029610289
Paeru_0046,-0.079799722
Paeru_0047,0.079799722
Paeru_0048,0.442628191
Paeru_0049,-0.21015460700000002
