,condition,A_avg,A_std,n,rep1_idx,rep1_A,rep2_idx,rep2_A
0,U01-Set001__USA300 LAC CA-MHB PreCulture,2.5750847305,0.1484955883520207,2.0,0.0,2.680086968,5.0,2.470082493
1,U01-Set001__USA300 LAC CA-MHB Control,0.0,0.3161249700149993,2.0,1.0,0.22353411,6.0,-0.22353411
2,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.15,-0.4187113625,0.502703537793144,2.0,2.0,-0.063246282,7.0,-0.774176443
3,U01-Set001__USA300 LAC CA-MHB Nafcillin 0.5 ,-1.560495065,0.043241785842714806,2.0,3.0,-1.591071625,8.0,-1.529918505
4,U01-Set001__USA300 LAC CA-MHB Nafcillin 1,-0.5573917755,0.31107510259043847,2.0,4.0,-0.337428461,9.0,-0.77735509
5,U01-Set000__USA300 TCH1516 CA-MHB Control,0.0,1.141171768492936,2.0,10.0,-0.806930296,29.0,0.806930296
6,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.0625,0.216636275,0.0682100487271039,2.0,11.0,0.264868063,30.0,0.168404487
7,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 0.5,0.7400297875,0.8170602472946437,2.0,12.0,0.162280946,31.0,1.317778629
8,U01-Set001__USA300 LAC RPMI+10%LB PreCulture,-0.9922397445,0.16798149821259237,2.0,13.0,-0.8734588879999999,14.0,-1.1110206009999999
9,U01-Set001__USA300 LAC RPMI+10%LB Control,-0.961136015,0.35080114008206487,2.0,15.0,-1.20918988,18.0,-0.71308215
10,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.1,-1.4012718815,0.18179034754029244,2.0,16.0,-1.5298170690000001,19.0,-1.2727266940000002
11,U01-Set001__USA300 LAC RPMI+10%LB Nafcillin 0.15,-1.805834661,0.15410936070665585,2.0,17.0,-1.914806435,20.0,-1.696862887
12,U01-Set000__USA300 TCH1516 RPMI+10%LB Control,2.4077150025,0.2753129918699523,2.0,21.0,2.602390686,24.0,2.213039319
13,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.031,2.2067632975,0.2679117702450961,2.0,22.0,2.396205527,25.0,2.017321068
14,U01-Set000__USA300 TCH1516 RPMI+10%LB Nafcillin 0.0625,2.466756684,0.06383531059376388,2.0,23.0,2.4216183030000002,26.0,2.511895065
15,U01-Set000__USA300 TCH1516 CA-MHB PreCulture,1.642732761,0.16827488459428136,2.0,27.0,1.7617210730000001,28.0,1.523744449
16,U01-Set000__USA300 TCH1516 CA-MHB Nafcillin 1,0.9790403510000001,0.6237375877797492,2.0,32.0,1.4200894290000001,33.0,0.5379912729999999
17,U01-Set004__USA300 LAC CA-MHB Vancomycin 0,-1.6800697105,0.045574879717492106,2.0,34.0,-1.712296017,38.0,-1.647843404
18,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.65,-1.496920694,0.2901647862232428,2.0,35.0,-1.291743206,39.0,-1.7020981819999998
19,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.7,-0.9147253160000001,0.4872335440226925,2.0,36.0,-1.2592514590000001,40.0,-0.570199173
20,U01-Set004__USA300 LAC CA-MHB Vancomycin 0.8,-1.0862803635,0.6344285890558429,2.0,37.0,-1.534889121,41.0,-0.6376716060000001
21,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0,-1.4670863555,0.4378949739110361,2.0,42.0,-1.15744785,45.0,-1.776724861
22,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.6,-1.1926396554999998,0.031055291908177345,2.0,43.0,-1.170680248,46.0,-1.2145990629999999
23,U01-Set004__USA300 LAC RPMI+10%LB Vancomycin 0.8,-1.7025884059999998,0.02456278098599929,2.0,44.0,-1.719956915,47.0,-1.6852198969999999
24,U01-Set003__USA300 TCH1516 CA-MHB Control,2.2780131065,0.4748241078053283,2.0,48.0,2.613764453,52.0,1.94226176
25,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.45,1.7097795795000001,1.2069409418870334,2.0,49.0,0.856343455,53.0,2.563215704
26,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.65,0.5510609085,0.009346680976400354,2.0,50.0,0.5444518070000001,54.0,0.55767001
27,U01-Set003__USA300 TCH1516 CA-MHB Vancomycin 0.7,0.834647559,0.0426033546863305,2.0,51.0,0.804522438,55.0,0.86477268
28,ICA-Set001__USA300 LAC RPMI+10%LB Control,-2.474995036,0.6010244468124827,2.0,56.0,-2.050006574,57.0,-2.899983498
29,ICA-Set001__USA300 LAC RPMI+10%LB 1.5mMIle,-2.5408517340000003,0.21415453228421247,2.0,58.0,-2.692281856,59.0,-2.389421612
30,ICA-Set001__USA300 LAC RPMI+10%LB 4percentNaCl,-0.5441314915,0.3779754495516422,2.0,60.0,-0.811400495,61.0,-0.276862488
31,ICA-Set001__USA300 LAC RPMI+10%LB 5.5pH,-2.6222047835,0.190644833406619,2.0,62.0,-2.487398529,63.0,-2.757011038
32,BK-Set001__USA300 TCH1516 THB 0ug-mL Antibiotic,31.590324805,8.081254821812355,2.0,64.0,25.87601472,65.0,37.30463489
33,BK-Set001__USA300 TCH1516 THB 0.25ug-mL Linezolid,6.80799033,1.5321589904455744,2.0,66.0,7.891390342,67.0,5.724590318
34,BK-Set001__USA300 TCH1516 THB 2.5 ug-mL Nafcillin,12.893715778,8.454936667369836,2.0,68.0,18.87225883,69.0,6.9151727260000015
35,BK-Set001__USA300 TCH1516 THB 0.5ug-mL Vancomycin,33.395321655000004,8.989540963436218,2.0,70.0,39.75188703,71.0,27.03875628
36,ICA-Set002__USA300 LAC CA-MHB 25mMNaCHO3,-0.5457279305,0.08147757599400056,2.0,72.0,-0.48811458399999996,73.0,-0.6033412770000001
37,ICA-Set002__USA300 LAC CA-MHB 2gLglucose,1.584432175,1.127972199137459,2.0,74.0,0.7868353840000001,75.0,2.382028966
38,ICA-Set002__USA300 LAC CA-MHB Control,-1.221557677,0.8320533668376496,2.0,76.0,-1.809908255,77.0,-0.6332070989999999
39,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLadenine,-1.1581214555000001,0.31248452055462156,2.0,78.0,-0.9371615320000001,79.0,-1.379081379
40,ICA-Set002__USA300 LAC RPMI+10%LB 25ugmLguanine,3.9904136045,0.9764814761659589,2.0,80.0,4.680890278,81.0,3.2999369310000004
41,ICA-Set002__USA300 SNFM1 CA-MHB Control,0.10696073249999999,0.7671979889510933,2.0,82.0,-0.435530168,83.0,0.649451633
42,ICA-Set002__USA300 SNFM1 RPMI+10%LB Control,4.658054332,0.3116365078980414,2.0,84.0,4.437694044,85.0,4.87841462
43,ICA-Set002__USA300 SNFR19 CA-MHB Control,1.6908540090000002,0.06967316155182306,2.0,86.0,1.740120374,87.0,1.6415876440000001
44,ICA-Set002__USA300 SNFR19 RPMI+10%LB Control,3.6542089695,0.7598204143912138,2.0,88.0,3.116934802,89.0,4.191483137
45,ICA-Set002__USA300 TCH1516 CA-MHB Control,0.0,0.411182924185951,2.0,90.0,0.290750234,91.0,-0.290750234
46,ICA-Set002__USA300 TCH1516 RPMI+10%LB Control,1.592815775,0.46151176693906726,2.0,92.0,1.266477675,93.0,1.919153875
47,ICA-Set002__USA300 LAC R10LBnoGlu 1gLmaltose,-0.9637361090000001,0.7392874003029647,2.0,94.0,-1.4864912430000001,96.0,-0.440980975
48,ICA-Set002__USA300 LAC CAMHB 0.0195ug/mLMupirocin,-2.540007064,0.07831182994325027,2.0,95.0,-2.484632238,97.0,-2.59538189
49,ICA-Set003__USA300 TCH1516 CA-MHB 250nMParaquat,0.022118285999999987,1.0103835983599703,2.0,98.0,-0.692330808,99.0,0.73656738
50,ICA-Set003__USA300 TCH1516 CA-MHB 2gLGalactose,0.39193656050000003,0.013240477604089106,2.0,100.0,0.401298992,101.0,0.382574129
51,ICA-Set003__USA300 TCH1516 CA-MHB 2gLPyruvate,0.24451295199999998,0.2797253643475071,2.0,102.0,0.44230865399999997,103.0,0.04671725
52,ICA-Set003__USA300 TCH1516 CA-MHB Control,0.446303688,0.18273470491002305,2.0,104.0,0.317090739,105.0,0.575516637
53,ICA-Set003__USA300 TCH1516 CA-MHB StationaryPhase,10.7460063855,1.5519717582944288,2.0,106.0,9.648596631,107.0,11.84341614
