,-0.06399838899751195,-0.031999194498755976,0.0,0.031999194498755976,0.06399838899751195,0.09599758349626794,0.1279967779950239,0.15999597249377986,0.19199516699253585,0.22399436149129184,0.2559935559900478,0.2879927504888038,0.3199919449875598,0.3519911394863158,0.38399033398507165,0.41598952848382764,0.44798872298258363,0.4799879174813396,0.5119871119800956,0.5439863064788516
thresh,-0.07999798624688995,0.07999798624688995,75,,,,,,,,,,,,,,,,,
unreg,1,119,2354,98,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MqsA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OmpR,0,3,16,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FliZ,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RcsAB,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RcdA,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp,0,29,636,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BasR,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H-NS,0,4,50,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cra,0,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IHF,0,4,81,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crp,0,18,272,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MlrA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CpxR,0,1,37,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CsgD,0,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BtsR,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OmpR and ppGpp,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OmpR and H-NS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OmpR and IHF,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
OmpR and Crp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
FliZ and ppGpp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RcsAB and H-NS,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RcsAB and IHF,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RcdA and ppGpp,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp and BasR,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp and H-NS,0,4,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp and Cra,1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp and IHF,0,4,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp and Crp,0,4,60,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp and MlrA,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp and CpxR,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ppGpp and CsgD,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
RstA and IHF,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
BasR and CpxR,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H-NS and Cra,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H-NS and IHF,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H-NS and Crp,0,1,28,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H-NS and CpxR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cra and Crp,0,0,25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IHF and Crp,0,2,47,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crp and CpxR,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crp and BtsR,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, H-NS, and Crp",0,1,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OmpR, Cra, Crp, and BtsR",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MqsA, ppGpp, and Crp",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OmpR, H-NS, and MlrA",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, Cra, and Crp",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Cra, Crp, and BtsR",0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"OmpR, ppGpp, and Crp",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ppGpp, IHF, and Crp",0,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
